		(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)
		p2010_all_mi	p2010_all_1	AME_p2010_all_1	p2010_all_2	AME_p2010_all_2	p2010_all_3	AME_p2010_all_3	p2010_all_4	AME_p2010_all_4	p2010_all_5	AME_p2010_all_5	p2010_all_6	AME_p2010_all_6
VARIABLES	LABELS	Panel Attrition Indicator	Panel Attrition Indicator	y1	Panel Attrition Indicator	y1	Panel Attrition Indicator	y1	Panel Attrition Indicator	y1	Panel Attrition Indicator	y1	Panel Attrition Indicator	y1
														
age_o1	Age: first polynomial	0.189	0.186	0.038	0.191	0.039	0.186	0.038	0.190	0.039	0.192	0.039	0.188	0.038
		(0.076)	(0.076)	(0.015)	(0.076)	(0.015)	(0.076)	(0.015)	(0.076)	(0.015)	(0.076)	(0.015)	(0.076)	(0.015)
age_o2	Age: second polynomial	0.283	0.283	0.058	0.283	0.058	0.283	0.058	0.283	0.058	0.284	0.058	0.283	0.058
		(0.066)	(0.066)	(0.013)	(0.066)	(0.013)	(0.066)	(0.013)	(0.066)	(0.013)	(0.066)	(0.013)	(0.066)	(0.013)
age_o3	Age: thir polynomial	0.077	0.078	0.016	0.076	0.016	0.078	0.016	0.076	0.016	0.075	0.015	0.076	0.016
		(0.057)	(0.057)	(0.012)	(0.057)	(0.012)	(0.057)	(0.012)	(0.057)	(0.012)	(0.057)	(0.012)	(0.057)	(0.012)
2.sex	Sex = 2, Female	0.048	0.047	0.010	0.048	0.010	0.048	0.010	0.049	0.010	0.048	0.010	0.049	0.010
		(0.116)	(0.116)	(0.024)	(0.116)	(0.024)	(0.116)	(0.024)	(0.116)	(0.024)	(0.116)	(0.024)	(0.116)	(0.024)
2.racehisp5	Race/ethnicity = 2, Black	-0.550	-0.543	-0.105	-0.546	-0.106	-0.549	-0.107	-0.558	-0.108	-0.551	-0.107	-0.553	-0.107
		(0.177)	(0.176)	(0.032)	(0.176)	(0.032)	(0.177)	(0.032)	(0.177)	(0.032)	(0.177)	(0.032)	(0.177)	(0.032)
3.racehisp5	Race/ethnicity = 3, Hispanic	-0.320	-0.319	-0.064	-0.319	-0.064	-0.318	-0.064	-0.322	-0.065	-0.319	-0.064	-0.321	-0.065
		(0.241)	(0.241)	(0.046)	(0.241)	(0.046)	(0.241)	(0.046)	(0.241)	(0.046)	(0.240)	(0.046)	(0.241)	(0.046)
4.racehisp5	Race/ethnicity = 4, Asian	-0.223	-0.222	-0.045	-0.220	-0.045	-0.223	-0.045	-0.230	-0.047	-0.223	-0.045	-0.222	-0.045
		(0.314)	(0.313)	(0.062)	(0.314)	(0.062)	(0.313)	(0.062)	(0.314)	(0.062)	(0.314)	(0.062)	(0.314)	(0.062)
5.racehisp5	Race/ethnicity = 5, Other	0.589	0.595	0.130	0.586	0.128	0.587	0.128	0.595	0.130	0.583	0.128	0.587	0.128
		(0.452)	(0.451)	(0.101)	(0.453)	(0.101)	(0.452)	(0.101)	(0.451)	(0.101)	(0.453)	(0.101)	(0.452)	(0.101)
0.degree	Education = 0, Less than HS	0.362	0.362	0.076	0.365	0.077	0.361	0.076	0.359	0.076	0.362	0.077	0.362	0.077
		(0.178)	(0.178)	(0.039)	(0.178)	(0.039)	(0.178)	(0.039)	(0.178)	(0.039)	(0.178)	(0.039)	(0.178)	(0.039)
2.degree	Education = 2, Junior college	0.119	0.121	0.025	0.119	0.024	0.120	0.025	0.119	0.024	0.117	0.024	0.118	0.024
		(0.229)	(0.229)	(0.048)	(0.229)	(0.048)	(0.229)	(0.048)	(0.229)	(0.048)	(0.229)	(0.048)	(0.229)	(0.048)
3.degree	Education = 3, BA	0.062	0.064	0.013	0.062	0.013	0.060	0.012	0.064	0.013	0.062	0.013	0.061	0.012
		(0.168)	(0.168)	(0.034)	(0.168)	(0.034)	(0.167)	(0.034)	(0.168)	(0.034)	(0.167)	(0.034)	(0.168)	(0.034)
4.degree	Education = 4, Graduate	0.154	0.156	0.032	0.153	0.032	0.153	0.032	0.155	0.032	0.154	0.032	0.155	0.032
		(0.217)	(0.217)	(0.045)	(0.217)	(0.045)	(0.217)	(0.045)	(0.217)	(0.045)	(0.217)	(0.045)	(0.217)	(0.045)
realinc	Real household income	-0.047	-0.050	-0.010	-0.048	-0.010	-0.050	-0.010	-0.044	-0.009	-0.040	-0.008	-0.049	-0.010
		(0.068)	(0.068)	(0.014)	(0.068)	(0.014)	(0.067)	(0.014)	(0.067)	(0.014)	(0.068)	(0.014)	(0.068)	(0.014)
2.dwelown	R owns or rents home = 2, Pays rent	0.101	0.068	0.014	0.115	0.024	0.075	0.016	0.115	0.024	0.137	0.028	0.096	0.020
		(0.150)	(0.148)	(0.031)	(0.148)	(0.031)	(0.147)	(0.031)	(0.147)	(0.031)	(0.148)	(0.031)	(0.148)	(0.031)
