		(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)
		p2006_insc_mi	p2006_insc_1	AME_p2006_insc_1	p2006_insc_2	AME_p2006_insc_2	p2006_insc_3	AME_p2006_insc_3	p2006_insc_4	AME_p2006_insc_4	p2006_insc_5	AME_p2006_insc_5	p2006_insc_6	AME_p2006_insc_6
VARIABLES	LABELS	Panel Attrition Indicator	Panel Attrition Indicator	y1	Panel Attrition Indicator	y1	Panel Attrition Indicator	y1	Panel Attrition Indicator	y1	Panel Attrition Indicator	y1	Panel Attrition Indicator	y1
														
age_o1	Age: first polynomial	-0.020	-0.020	-0.004	-0.016	-0.003	-0.016	-0.003	-0.021	-0.004	-0.021	-0.004	-0.022	-0.004
		(0.077)	(0.077)	(0.015)	(0.077)	(0.015)	(0.077)	(0.015)	(0.077)	(0.015)	(0.077)	(0.015)	(0.077)	(0.015)
age_o2	Age: second polynomial	0.080	0.081	0.016	0.079	0.015	0.080	0.016	0.081	0.016	0.082	0.016	0.080	0.016
		(0.065)	(0.065)	(0.013)	(0.065)	(0.013)	(0.065)	(0.013)	(0.065)	(0.013)	(0.065)	(0.013)	(0.065)	(0.013)
age_o3	Age: thir polynomial	0.179	0.179	0.035	0.178	0.035	0.179	0.035	0.179	0.035	0.179	0.035	0.179	0.035
		(0.064)	(0.064)	(0.012)	(0.064)	(0.012)	(0.064)	(0.012)	(0.064)	(0.012)	(0.063)	(0.012)	(0.063)	(0.012)
2.sex	Sex = 2, Female	-0.027	-0.026	-0.005	-0.024	-0.005	-0.026	-0.005	-0.028	-0.005	-0.030	-0.006	-0.029	-0.006
		(0.127)	(0.127)	(0.025)	(0.127)	(0.025)	(0.127)	(0.025)	(0.127)	(0.025)	(0.127)	(0.025)	(0.127)	(0.025)
2.racehisp5	Race/ethnicity = 2, Black	-0.237	-0.240	-0.045	-0.244	-0.046	-0.244	-0.046	-0.232	-0.044	-0.230	-0.043	-0.232	-0.044
		(0.207)	(0.207)	(0.038)	(0.207)	(0.038)	(0.207)	(0.038)	(0.207)	(0.038)	(0.207)	(0.038)	(0.207)	(0.038)
3.racehisp5	Race/ethnicity = 3, Hispanic	-0.100	-0.099	-0.019	-0.102	-0.020	-0.106	-0.020	-0.102	-0.020	-0.095	-0.018	-0.099	-0.019
		(0.271)	(0.271)	(0.052)	(0.271)	(0.052)	(0.271)	(0.052)	(0.272)	(0.052)	(0.271)	(0.052)	(0.271)	(0.052)
4.racehisp5	Race/ethnicity = 4, Asian	-0.192	-0.191	-0.036	-0.200	-0.038	-0.192	-0.037	-0.187	-0.036	-0.181	-0.035	-0.200	-0.038
		(0.368)	(0.367)	(0.068)	(0.367)	(0.068)	(0.366)	(0.068)	(0.369)	(0.068)	(0.368)	(0.068)	(0.369)	(0.068)
5.racehisp5	Race/ethnicity = 5, Other	-0.026	-0.032	-0.006	-0.018	-0.004	-0.037	-0.007	-0.034	-0.007	-0.019	-0.004	-0.016	-0.003
		(0.655)	(0.655)	(0.127)	(0.652)	(0.127)	(0.656)	(0.127)	(0.658)	(0.128)	(0.657)	(0.128)	(0.653)	(0.128)
0.degree	Education = 0, Less than HS	0.185	0.187	0.038	0.181	0.037	0.178	0.036	0.189	0.038	0.190	0.039	0.186	0.038
		(0.201)	(0.201)	(0.042)	(0.202)	(0.042)	(0.201)	(0.041)	(0.201)	(0.042)	(0.202)	(0.042)	(0.202)	(0.042)
2.degree	Education = 2, Junior college	-0.007	-0.003	-0.001	-0.009	-0.002	-0.003	-0.001	-0.009	-0.002	-0.011	-0.002	-0.009	-0.002
		(0.222)	(0.222)	(0.044)	(0.222)	(0.044)	(0.222)	(0.044)	(0.222)	(0.044)	(0.222)	(0.044)	(0.222)	(0.044)
3.degree	Education = 3, BA	-0.060	-0.060	-0.012	-0.056	-0.011	-0.052	-0.010	-0.066	-0.013	-0.069	-0.013	-0.059	-0.011
