		(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)
		p2008_all_mi	p2008_all_1	AME_p2008_all_1	p2008_all_2	AME_p2008_all_2	p2008_all_3	AME_p2008_all_3	p2008_all_4	AME_p2008_all_4	p2008_all_5	AME_p2008_all_5	p2008_all_6	AME_p2008_all_6
VARIABLES	LABELS	Panel Attrition Indicator	Panel Attrition Indicator	y1	Panel Attrition Indicator	y1	Panel Attrition Indicator	y1	Panel Attrition Indicator	y1	Panel Attrition Indicator	y1	Panel Attrition Indicator	y1
														
age_o1	Age: first polynomial	0.070	0.070	0.015	0.069	0.015	0.066	0.014	0.069	0.015	0.073	0.016	0.071	0.015
		(0.072)	(0.072)	(0.015)	(0.072)	(0.015)	(0.072)	(0.015)	(0.072)	(0.015)	(0.072)	(0.015)	(0.072)	(0.015)
age_o2	Age: second polynomial	0.172	0.172	0.037	0.173	0.037	0.173	0.037	0.172	0.037	0.172	0.037	0.172	0.037
		(0.062)	(0.062)	(0.013)	(0.062)	(0.013)	(0.062)	(0.013)	(0.062)	(0.013)	(0.062)	(0.013)	(0.062)	(0.013)
age_o3	Age: thir polynomial	0.088	0.088	0.019	0.088	0.019	0.088	0.019	0.088	0.019	0.088	0.019	0.088	0.019
		(0.058)	(0.058)	(0.012)	(0.058)	(0.012)	(0.058)	(0.012)	(0.058)	(0.012)	(0.058)	(0.012)	(0.058)	(0.012)
2.sex	Sex = 2, Female	-0.273	-0.272	-0.058	-0.272	-0.058	-0.274	-0.059	-0.273	-0.059	-0.272	-0.058	-0.272	-0.059
		(0.116)	(0.116)	(0.025)	(0.116)	(0.025)	(0.116)	(0.025)	(0.116)	(0.025)	(0.116)	(0.025)	(0.116)	(0.025)
2.racehisp5	Race/ethnicity = 2, Black	0.045	0.045	0.010	0.045	0.010	0.049	0.011	0.045	0.010	0.042	0.009	0.042	0.009
		(0.190)	(0.190)	(0.041)	(0.190)	(0.041)	(0.191)	(0.041)	(0.190)	(0.041)	(0.190)	(0.041)	(0.190)	(0.041)
3.racehisp5	Race/ethnicity = 3, Hispanic	0.280	0.280	0.061	0.281	0.062	0.284	0.063	0.280	0.062	0.276	0.061	0.278	0.061
		(0.260)	(0.260)	(0.059)	(0.260)	(0.058)	(0.260)	(0.059)	(0.260)	(0.059)	(0.260)	(0.059)	(0.260)	(0.059)
4.racehisp5	Race/ethnicity = 4, Asian	0.264	0.265	0.058	0.263	0.058	0.266	0.058	0.264	0.058	0.265	0.058	0.261	0.057
		(0.357)	(0.357)	(0.080)	(0.357)	(0.080)	(0.357)	(0.080)	(0.357)	(0.080)	(0.357)	(0.080)	(0.357)	(0.080)
5.racehisp5	Race/ethnicity = 5, Other	1.026	1.026	0.234	1.026	0.234	1.032	0.235	1.026	0.234	1.024	0.234	1.022	0.233
		(0.444)	(0.444)	(0.101)	(0.444)	(0.101)	(0.444)	(0.101)	(0.444)	(0.101)	(0.444)	(0.101)	(0.444)	(0.101)
0.degree	Education = 0, Less than HS	0.171	0.173	0.038	0.170	0.037	0.172	0.037	0.171	0.037	0.172	0.037	0.171	0.037
		(0.183)	(0.183)	(0.041)	(0.183)	(0.041)	(0.183)	(0.041)	(0.183)	(0.041)	(0.183)	(0.041)	(0.183)	(0.041)
2.degree	Education = 2, Junior college	0.007	0.006	0.001	0.006	0.001	0.006	0.001	0.008	0.002	0.007	0.001	0.007	0.002
		(0.214)	(0.214)	(0.046)	(0.214)	(0.046)	(0.214)	(0.046)	(0.214)	(0.046)	(0.214)	(0.046)	(0.214)	(0.046)
3.degree	Education = 3, BA	0.024	0.024	0.005	0.024	0.005	0.021	0.005	0.024	0.005	0.024	0.005	0.026	0.006
		(0.175)	(0.175)	(0.038)	(0.175)	(0.038)	(0.175)	(0.038)	(0.175)	(0.038)	(0.175)	(0.038)	(0.175)	(0.038)
4.degree	Education = 4, Graduate	-0.116	-0.116	-0.024	-0.114	-0.024	-0.118	-0.025	-0.115	-0.024	-0.117	-0.025	-0.114	-0.024
		(0.230)	(0.230)	(0.048)	(0.230)	(0.048)	(0.229)	(0.048)	(0.229)	(0.048)	(0.230)	(0.048)	(0.229)	(0.048)
realinc	Real household income	0.139	0.142	0.030	0.139	0.030	0.133	0.028	0.135	0.029	0.144	0.031	0.140	0.030
		(0.080)	(0.080)	(0.017)	(0.080)	(0.017)	(0.080)	(0.017)	(0.080)	(0.017)	(0.080)	(0.017)	(0.080)	(0.017)
2.dwelown	R owns or rents home = 2, Pays rent	0.023	0.028	0.006	0.014	0.003	-0.002	-0.000	0.020	0.004	0.048	0.010	0.030	0.007
		(0.173)	(0.172)	(0.037)	(0.173)	(0.037)	(0.173)	(0.037)	(0.171)	(0.037)	(0.171)	(0.037)	(0.172)	(0.037)
3.dwelown	R owns or rents home = 3, Other	0.816	0.820	0.186	0.811	0.184	0.805	0.183	0.814	0.185	0.825	0.187	0.818	0.186
		(0.501)	(0.501)	(0.115)	(0.501)	(0.115)	(0.500)	(0.115)	(0.501)	(0.115)	(0.501)	(0.115)	(0.502)	(0.115)
