		(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)
		p2008_insc_mi	p2008_insc_1	AME_p2008_insc_1	coef.	AME_p2008_insc_2	coef.	AME_p2008_insc_3	coef.	AME_p2008_insc_4	coef.	AME_p2008_insc_5	coef.	AME_p2008_insc_6
VARIABLES	LABELS	Panel Attrition Indicator	Panel Attrition Indicator	y1	Panel Attrition Indicator	y1	Panel Attrition Indicator	y1	Panel Attrition Indicator	y1	Panel Attrition Indicator	y1	Panel Attrition Indicator	y1
														
age_o1	Age: first polynomial	-0.024	-0.023	-0.005	-0.026	-0.005	-0.027	-0.006	-0.022	-0.005	-0.021	-0.004	-0.024	-0.005
		(0.076)	(0.076)	(0.016)	(0.076)	(0.016)	(0.076)	(0.016)	(0.076)	(0.016)	(0.076)	(0.016)	(0.076)	(0.016)
age_o2	Age: second polynomial	0.086	0.086	0.018	0.086	0.018	0.086	0.018	0.086	0.018	0.086	0.018	0.086	0.018
		(0.069)	(0.069)	(0.014)	(0.069)	(0.014)	(0.069)	(0.014)	(0.069)	(0.014)	(0.069)	(0.014)	(0.069)	(0.014)
age_o3	Age: thir polynomial	0.059	0.059	0.012	0.058	0.012	0.059	0.012	0.059	0.012	0.059	0.012	0.058	0.012
		(0.064)	(0.064)	(0.013)	(0.064)	(0.013)	(0.064)	(0.013)	(0.064)	(0.013)	(0.064)	(0.013)	(0.064)	(0.013)
2.sex	Sex = 2, Female	-0.211	-0.211	-0.044	-0.210	-0.044	-0.214	-0.045	-0.212	-0.044	-0.210	-0.044	-0.211	-0.044
		(0.120)	(0.120)	(0.025)	(0.120)	(0.025)	(0.120)	(0.025)	(0.120)	(0.025)	(0.120)	(0.025)	(0.120)	(0.025)
2.racehisp5	Race/ethnicity = 2, Black	0.038	0.039	0.008	0.040	0.008	0.040	0.008	0.038	0.008	0.036	0.008	0.037	0.008
		(0.198)	(0.198)	(0.041)	(0.198)	(0.041)	(0.199)	(0.042)	(0.198)	(0.041)	(0.198)	(0.041)	(0.198)	(0.041)
3.racehisp5	Race/ethnicity = 3, Hispanic	0.255	0.256	0.055	0.259	0.055	0.260	0.056	0.251	0.054	0.250	0.054	0.255	0.055
		(0.268)	(0.268)	(0.059)	(0.267)	(0.059)	(0.268)	(0.059)	(0.268)	(0.059)	(0.267)	(0.059)	(0.268)	(0.059)
4.racehisp5	Race/ethnicity = 4, Asian	0.059	0.060	0.013	0.058	0.012	0.064	0.013	0.057	0.012	0.058	0.012	0.055	0.012
		(0.364)	(0.364)	(0.077)	(0.364)	(0.077)	(0.363)	(0.077)	(0.364)	(0.077)	(0.364)	(0.077)	(0.364)	(0.076)
5.racehisp5	Race/ethnicity = 5, Other	1.119	1.119	0.254	1.121	0.255	1.124	0.256	1.113	0.253	1.119	0.254	1.116	0.254
		(0.458)	(0.458)	(0.105)	(0.458)	(0.105)	(0.457)	(0.105)	(0.458)	(0.105)	(0.457)	(0.105)	(0.458)	(0.105)
0.degree	Education = 0, Less than HS	0.171	0.174	0.037	0.171	0.037	0.171	0.037	0.171	0.037	0.171	0.037	0.171	0.037
		(0.197)	(0.197)	(0.043)	(0.197)	(0.043)	(0.197)	(0.043)	(0.197)	(0.043)	(0.197)	(0.043)	(0.197)	(0.043)
2.degree	Education = 2, Junior college	-0.066	-0.067	-0.014	-0.066	-0.014	-0.067	-0.014	-0.064	-0.013	-0.067	-0.014	-0.066	-0.014
		(0.224)	(0.223)	(0.046)	(0.224)	(0.046)	(0.224)	(0.046)	(0.224)	(0.046)	(0.223)	(0.046)	(0.223)	(0.046)
3.degree	Education = 3, BA	0.004	0.004	0.001	0.004	0.001	0.002	0.000	0.004	0.001	0.003	0.001	0.007	0.001
		(0.182)	(0.182)	(0.038)	(0.182)	(0.038)	(0.182)	(0.038)	(0.182)	(0.038)	(0.182)	(0.038)	(0.182)	(0.038)
4.degree	Education = 4, Graduate	-0.168	-0.168	-0.034	-0.167	-0.034	-0.170	-0.035	-0.167	-0.034	-0.170	-0.035	-0.166	-0.034
		(0.240)	(0.241)	(0.048)	(0.240)	(0.048)	(0.240)	(0.048)	(0.240)	(0.048)	(0.241)	(0.048)	(0.240)	(0.048)
realinc	Real household income	0.231	0.234	0.049	0.231	0.048	0.224	0.047	0.230	0.048	0.236	0.049	0.230	0.048
		(0.086)	(0.086)	(0.018)	(0.086)	(0.018)	(0.086)	(0.018)	(0.086)	(0.018)	(0.086)	(0.018)	(0.086)	(0.018)
2.dwelown	R owns or rents home = 2, Pays rent	0.108	0.113	0.024	0.090	0.019	0.090	0.019	0.120	0.025	0.128	0.027	0.109	0.023
		(0.180)	(0.179)	(0.038)	(0.180)	(0.038)	(0.180)	(0.038)	(0.179)	(0.038)	(0.179)	(0.038)	(0.179)	(0.038)
3.dwelown	R owns or rents home = 3, Other	0.706	0.712	0.159	0.698	0.156	0.699	0.156	0.712	0.159	0.711	0.159	0.705	0.157
		(0.531)	(0.532)	(0.124)	(0.531)	(0.123)	(0.530)	(0.123)	(0.532)	(0.124)	(0.532)	(0.124)	(0.532)	(0.124)
2.marital	Marital status = 2, Widowed	0.331	0.333	0.072	0.332	0.072	0.331	0.072	0.331	0.072	0.331	0.072	0.331	0.072
		(0.271)	(0.270)	(0.060)	(0.270)	(0.060)	(0.270)	(0.060)	(0.271)	(0.060)	(0.271)	(0.060)	(0.271)	(0.060)
3.marital	Marital status = 3, Divorced	-0.202	-0.201	-0.040	-0.198	-0.040	-0.201	-0.040	-0.206	-0.041	-0.204	-0.041	-0.203	-0.041
