		(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)
		pooled_insc_mi	pooled_insc_1	AME_pooled_insc_1	pooled_insc_2	AME_pooled_insc_2	pooled_insc_3	AME_pooled_insc_3	pooled_insc_4	AME_pooled_insc_4	pooled_insc_5	AME_pooled_insc_5	pooled_insc_6	AME_pooled_insc_6
VARIABLES	LABELS	Panel Attrition Indicator	Panel Attrition Indicator	y1	Panel Attrition Indicator	y1	Panel Attrition Indicator	y1	Panel Attrition Indicator	y1	Panel Attrition Indicator	y1	Panel Attrition Indicator	y1
														
age_o1	Age: first polynomial	0.032	0.032	0.007	0.033	0.007	0.032	0.007	0.032	0.007	0.034	0.007	0.031	0.006
		(0.044)	(0.044)	(0.009)	(0.044)	(0.009)	(0.044)	(0.009)	(0.044)	(0.009)	(0.044)	(0.009)	(0.044)	(0.009)
age_o2	Age: second polynomial	0.109	0.109	0.022	0.108	0.022	0.108	0.022	0.109	0.022	0.109	0.023	0.109	0.022
		(0.039)	(0.039)	(0.008)	(0.039)	(0.008)	(0.039)	(0.008)	(0.039)	(0.008)	(0.039)	(0.008)	(0.039)	(0.008)
age_o3	Age: thir polynomial	0.088	0.088	0.018	0.087	0.018	0.088	0.018	0.087	0.018	0.087	0.018	0.087	0.018
		(0.035)	(0.035)	(0.007)	(0.035)	(0.007)	(0.035)	(0.007)	(0.035)	(0.007)	(0.035)	(0.007)	(0.035)	(0.007)
2.sex	Sex = 2, Female	-0.046	-0.046	-0.009	-0.045	-0.009	-0.047	-0.010	-0.046	-0.009	-0.046	-0.010	-0.046	-0.010
		(0.070)	(0.070)	(0.015)	(0.070)	(0.015)	(0.070)	(0.015)	(0.070)	(0.015)	(0.070)	(0.015)	(0.070)	(0.015)
2.racehisp5	Race/ethnicity = 2, Black	-0.229	-0.229	-0.046	-0.229	-0.046	-0.231	-0.046	-0.229	-0.046	-0.229	-0.046	-0.228	-0.046
		(0.114)	(0.114)	(0.022)	(0.114)	(0.022)	(0.114)	(0.022)	(0.114)	(0.022)	(0.114)	(0.022)	(0.114)	(0.022)
3.racehisp5	Race/ethnicity = 3, Hispanic	-0.079	-0.080	-0.016	-0.079	-0.016	-0.078	-0.016	-0.082	-0.017	-0.079	-0.016	-0.078	-0.016
		(0.151)	(0.151)	(0.031)	(0.151)	(0.031)	(0.151)	(0.031)	(0.151)	(0.031)	(0.150)	(0.031)	(0.151)	(0.031)
4.racehisp5	Race/ethnicity = 4, Asian	-0.173	-0.173	-0.035	-0.174	-0.035	-0.173	-0.035	-0.175	-0.036	-0.170	-0.034	-0.176	-0.036
		(0.204)	(0.204)	(0.040)	(0.204)	(0.040)	(0.204)	(0.040)	(0.204)	(0.040)	(0.204)	(0.040)	(0.204)	(0.040)
5.racehisp5	Race/ethnicity = 5, Other	0.412	0.413	0.091	0.414	0.091	0.411	0.091	0.407	0.090	0.413	0.091	0.413	0.091
		(0.310)	(0.310)	(0.071)	(0.309)	(0.071)	(0.310)	(0.071)	(0.311)	(0.071)	(0.310)	(0.071)	(0.310)	(0.071)
0.degree	Education = 0, Less than HS	0.208	0.209	0.044	0.208	0.044	0.205	0.044	0.207	0.044	0.209	0.044	0.208	0.044
		(0.111)	(0.111)	(0.024)	(0.111)	(0.024)	(0.111)	(0.024)	(0.111)	(0.024)	(0.111)	(0.024)	(0.111)	(0.024)
2.degree	Education = 2, Junior college	0.045	0.046	0.010	0.046	0.009	0.045	0.009	0.046	0.009	0.043	0.009	0.044	0.009
		(0.129)	(0.129)	(0.027)	(0.129)	(0.027)	(0.129)	(0.027)	(0.129)	(0.027)	(0.129)	(0.027)	(0.129)	(0.027)
3.degree	Education = 3, BA	0.011	0.011	0.002	0.012	0.003	0.012	0.002	0.010	0.002	0.008	0.002	0.011	0.002
		(0.103)	(0.103)	(0.021)	(0.103)	(0.021)	(0.103)	(0.021)	(0.103)	(0.021)	(0.103)	(0.021)	(0.103)	(0.021)
4.degree	Education = 4, Graduate	-0.110	-0.109	-0.022	-0.109	-0.022	-0.108	-0.022	-0.111	-0.022	-0.115	-0.023	-0.108	-0.022
		(0.139)	(0.139)	(0.028)	(0.139)	(0.028)	(0.139)	(0.028)	(0.139)	(0.028)	(0.139)	(0.028)	(0.139)	(0.028)
realinc	Real household income	0.110	0.111	0.023	0.111	0.023	0.107	0.022	0.108	0.022	0.114	0.023	0.107	0.022
		(0.045)	(0.045)	(0.009)	(0.045)	(0.009)	(0.045)	(0.009)	(0.045)	(0.009)	(0.045)	(0.009)	(0.045)	(0.009)
2.dwelown	R owns or rents home = 2, Pays rent	0.188	0.188	0.039	0.194	0.041	0.183	0.038	0.189	0.040	0.204	0.043	0.173	0.036
		(0.095)	(0.095)	(0.020)	(0.095)	(0.020)	(0.095)	(0.020)	(0.094)	(0.020)	(0.094)	(0.020)	(0.095)	(0.020)
3.dwelown	R owns or rents home = 3, Other	0.642	0.643	0.142	0.645	0.143	0.641	0.142	0.642	0.142	0.646	0.143	0.634	0.140
		(0.323)	(0.323)	(0.076)	(0.323)	(0.076)	(0.323)	(0.076)	(0.323)	(0.076)	(0.323)	(0.076)	(0.322)	(0.075)
2.marital	Marital status = 2, Widowed	0.213	0.217	0.046	0.211	0.045	0.213	0.045	0.212	0.045	0.213	0.045	0.214	0.045
		(0.154)	(0.154)	(0.033)	(0.154)	(0.033)	(0.154)	(0.033)	(0.154)	(0.033)	(0.154)	(0.033)	(0.154)	(0.033)
3.marital	Marital status = 3, Divorced	-0.098	-0.096	-0.019	-0.099	-0.020	-0.099	-0.020	-0.100	-0.020	-0.098	-0.020	-0.096	-0.019
		(0.108)	(0.108)	(0.021)	(0.108)	(0.021)	(0.108)	(0.021)	(0.108)	(0.021)	(0.108)	(0.022)	(0.108)	(0.021)
